POC,POP,TEMP,FDI
4.166355098198373,3.3481377914500396,2.8909271591878647,0.255096343387006
4.041646773221651,3.3766888871210154,2.8616292890305104,0.474810193787447
4.217594110715667,3.40490961611905,2.768204123921957,0.531671060246712
4.238589195929893,3.462465999989884,2.805176911832933,0.700078676064389
4.436159643253809,3.4921640815941184,2.8361502037295256,0.954878470196233
4.519884591705731,3.5216748581245088,2.829087196145044,-0.149275673376266
4.408175503481442,3.5518131639514725,2.87976009730157,0.428895128706274
4.4396244450206,3.5833428396182865,2.8746939451769347,1.16554646450947
4.465189009582909,3.6164435102645647,2.8752581200861167,0.181819434181457
4.452351119170563,3.651194824579902,2.87751164216656,0.0857440109436373
4.5315105133331315,3.7007154070539388,2.8859174075467844,0.0280797939088611
4.627099667572422,3.7495047818124747,2.8183982582710754,-0.108051880659407
4.534890522653801,3.784825477181627,2.854744580253014,-0.0502157907798497
4.610327464336799,3.8205303735064318,2.834976494674597,0.0263069142834971
4.6754251806623826,3.855794606049475,2.8610573702273894,-0.0211728446056716
4.778999956069378,3.8900480551459884,2.8355635214011694,-0.0537747127491272
4.803464988523309,3.922794583124208,2.876948737564024,-0.229557502692838
4.797173803330521,3.953392715524836,2.8808824318750488,0.0491963692882078
4.680894536811965,3.982383346835105,2.8449093838194073,-0.0161166690263459
4.918802348366799,4.021659687241492,2.876948737564024,-0.289993217478827
5.123142940061732,4.090260065343492,2.848970892158587,0.325601196600586
5.117542495019515,4.094107017343884,2.8786365016777435,0.0027839077426266
5.146979285985911,4.107504407037714,2.8853592160726205,0.0176313384274561
5.081536666791199,4.120635539023971,2.8701690505786455,0.0215939791939169
5.06182772606403,4.134855036224877,2.8875901149342877,0.0465242180580812
5.24620759156248,4.15043217796234,2.9279886214674717,0.0217633947743042
4.955625544341081,4.166273596738261,2.9322598505984176,0.0307426231739111
4.85807770684511,4.182727516225346,2.9139797716817317,0.0355866340456932
5.006862164788124,4.199827835344921,2.935982269148217,0.321660450664957
5.389731452790706,4.251100331569451,2.9041650800285006,1.27585091127749
5.414762601080743,4.266556297667177,2.9183111265854063,0.870277120377038
5.483865811334254,4.281092668485168,2.89480635496403,0.576707017913597
4.804904474066757,4.294811518749066,2.9047128751668225,0.480187803619199
5.190323118994524,4.3084162214095105,2.9128939952449864,0.716484923199016
5.277973389048273,4.322460464218868,2.961140828784372,0.74957175755824
5.011852949785908,4.335235964558226,2.895359299407204,0.683036658897866
5.061145995704612,4.348010218642922,2.8970163006148333,0.723831886860244
5.10155224262495,4.362575277675067,2.9258461460898246,0.61893186426913
5.167698585292782,4.381547419868807,2.916689066213538,0.457335512735388
5.207045190322581,4.404165269124634,2.9407479652212314,0.502188909328975
5.412528288016674,4.422523348296041,2.946016681308058,0.736317506698851
5.1992569374915645,4.436811603564855,2.935982269148217,1.0313787647487
5.2284756450684196,4.449890425655935,2.9621754900251482,0.723694714804866
5.3935772709976675,4.460886358282224,2.935982269148217,0.531641985022407
5.0516373146508515,4.469238119765549,2.911263116927541,0.55978362578566
4.999650999680281,4.476466344820308,2.9739977814079848,0.396828813937005
